,Player,Pos,Age,Tm,G,MP,GS,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,Fast.Break.Pts,Points.In.Paint,Points.off.TO,X2nd.Chance.PTS,Points.scored.per.shot,MPG,A2TO
65,Chris Paul,PG,32,HOU,58,1847,58,7.2,15.6,0.46,2.8,7.4,0.38,4.3,8.2,0.532,4,4.3,0.919,0.7,5.4,6.1,8.9,1.9,0.3,2.5,2.7,21.1,24.4,0.604,0.475,0.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,6.2,0.9,7.1,4.3,1.66,4.6,2.68,1.28,1.364,31.84482759,3.56
66,CJ McCollum,SG,26,POR,81,2923,81,8.2,18.5,0.443,2.3,5.9,0.397,5.9,12.7,0.465,2.6,3.1,0.836,0.7,3.3,4,3.3,0.9,0.4,1.9,2.1,21.3,17,0.536,0.316,0.166,2,9.9,6,15.8,1.3,1,8.6,26.5,3.7,2.9,6.6,0.108,1.4,-1,0.4,1.8,1.99,6.78,2.84,1.69,1.181,36.08641975,1.736842105
67,CJ Miles,SF,30,TOR,70,1337,3,6.1,16.1,0.379,4.4,12.2,0.361,1.7,3.9,0.434,2.2,2.6,0.835,0.5,3.6,4.1,1.5,1,0.6,1.1,3.6,18.8,13,0.545,0.758,0.162,1.5,11,6.4,6,1.4,1.3,5.7,22.3,1.4,1.5,2.9,0.103,1.7,-2.2,-0.5,0.5,0.81,1.34,1.47,1.1,1.235,19.1,1.363636364
68,CJ Williams,SG,27,LAC,38,707,17,4.4,10,0.442,1.1,4,0.282,3.3,6.1,0.546,0.7,0.8,0.813,0.6,2.2,2.9,2.2,1.6,0.7,1,3.2,10.6,9.5,0.512,0.396,0.081,1.9,6.7,4.4,8.5,2.1,1.5,8.9,13.7,0.3,0.5,0.7,0.051,-1.3,-0.1,-1.4,0.1,1,2.6,0.8,0.73,1.092,18.60526316,2.2
69,Clint Capela,C,23,HOU,74,2034,74,7.8,12,0.652,0,0,0,7.8,11.9,0.653,2.5,4.5,0.56,4.3,9.9,14.2,1.2,1,2.4,1.8,3.3,18.2,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,0.1,2.9,3,2.6,0.89,12,1.92,2.66,1.532,27.48648649,0.666666667
70,Cody Zeller,C,25,CHO,33,627,0,4.9,9,0.545,0.1,0.2,0.667,4.8,8.8,0.542,3.5,4.9,0.718,3.8,6.3,10.2,1.8,0.8,1.2,1.9,4.7,13.4,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,1.2,0.7,1.9,0.145,-0.6,1.3,0.7,0.4,0.36,4.42,1.24,1.52,1.513,19,0.947368421
71,Cole Aldrich,C,29,MIN,21,49,0,3.7,11,0.333,0,0,NA,3.7,11,0.333,1.5,4.4,0.333,2.2,8.8,11,2.2,1.5,0.7,0.7,8.1,8.8,6,0.34,0,0.4,7,28.6,17.7,8.2,2,1.8,5.4,16.8,-0.1,0.1,0,-0.013,-7,0.1,-6.9,-0.1,0,0.38,0,0,0.727,2.333333333,3.142857143
72,Corey Brewer,SF,31,TOT,72,1208,18,4.2,9.4,0.449,0.9,3.3,0.282,3.3,6.1,0.539,1.9,2.7,0.722,1.3,3.3,4.6,1.9,2.4,0.4,1.5,4.1,11.3,11.2,0.534,0.348,0.285,3.8,10,6.9,7.5,3.2,1,12.1,14.3,0.7,1.6,2.3,0.091,-1.6,1,-0.6,0.4,1.03,2.63,0.92,0.57,1.204,16.77777778,1.266666667
73,Cory Joseph,PG,26,IND,82,2210,17,4.2,9.8,0.424,1.1,3.1,0.353,3.1,6.7,0.457,1.1,1.5,0.745,0.6,3.6,4.3,4.2,1.3,0.3,1.4,2.3,10.6,11,0.503,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.3,0.1,-1.2,0.5,0.94,2.55,1.28,1.04,1.104,26.95121951,3
74,Courtney Lee,SG,32,NYK,76,2310,69,5.3,11.8,0.454,1.8,4.3,0.406,3.6,7.4,0.482,1.8,1.9,0.919,0.5,3,3.5,2.8,1.2,0.3,1.3,1.7,14.2,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,0.8,-0.7,0,1.2,1.7,3.64,2.48,0.7,1.218,30.39473684,2.153846154
75,Cristiano Felicio,C,25,CHI,55,977,16,4.7,7.9,0.591,0,0.1,0,4.7,7.8,0.596,2,3,0.667,3.1,5.5,8.6,2,0.6,0.4,2,3.8,11.3,12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,1.2,0.5,1.7,0.086,-2.3,-0.1,-2.4,-0.1,0.29,3.24,0.88,0.74,1.449,17.76363636,1
76,D'Angelo Russell,PG,21,BRK,48,1234,35,8.1,19.6,0.414,2.6,8.1,0.324,5.5,11.5,0.477,2.8,3.8,0.74,0.9,4.6,5.5,7.3,1.1,0.5,4.3,2.7,21.7,15.2,0.509,0.414,0.195,2.6,13.8,8.1,35.7,1.4,1,16.8,30.8,-0.5,0.9,0.4,0.014,0.8,-1.2,-0.4,0.5,1.56,5.65,1.74,1.38,1.144,25.70833333,1.697674419
77,Dakari Johnson,C,22,OKC,31,161,6,4.9,8.7,0.564,0,0,NA,4.9,8.7,0.564,2.5,4.5,0.55,3.6,4,7.6,1.8,1.3,1.8,0.7,6,12.3,16.4,0.575,0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.178,-0.9,1.2,0.3,0.1,0.21,1.17,0.55,0.45,1.41,5.193548387,2.571428571
78,Damian Jones,C,22,GSW,15,89,0,4.4,8.9,0.5,0,0,NA,4.4,8.9,0.5,1.2,2,0.6,2,3.6,5.7,0.8,0.4,1.2,1.6,5.7,10.1,6.8,0.517,0,0.227,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0,0.1,0.1,0.031,-4.9,-1.7,-6.6,-0.1,0,0,0,0,0,5.933333333,0.5
79,Damian Lillard,PG,27,POR,73,2670,73,8.4,19.1,0.439,3.1,8.5,0.361,5.3,10.6,0.501,6.6,7.3,0.916,0.8,3.5,4.4,6.5,1,0.4,2.8,1.6,26.5,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7.7,-1,6.7,5.9,2.07,7.48,3.64,1.92,1.396,36.57534247,2.321428571
80,Damien Wilkins,SF,38,IND,19,152,1,3.1,9.2,0.333,0.9,4.3,0.222,2.1,5,0.429,0.7,0.9,0.75,1.2,2.6,3.8,2.1,0.5,0.2,1.2,1.7,7.8,4.9,0.405,0.462,0.103,3.7,8.1,5.9,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.019,-4.4,-2.1,-6.5,-0.2,0.05,0.84,0.05,0.32,0.846,8,1.75
81,Damion Lee,SG,25,ATL,15,404,11,5.5,13.5,0.408,1.3,5.3,0.25,4.2,8.2,0.511,2,2.6,0.759,1,5.3,6.3,2.6,1.7,0.1,1.2,2.2,14.3,12,0.489,0.395,0.191,3,16.6,9.8,11.2,2.3,0.2,7.8,19.3,0,0.4,0.4,0.046,-1.7,-0.4,-2.1,0,0.5,3,3,2,1.688,26.93333333,2.166666667
82,Damyean Dotson,SG,23,NYK,44,474,2,5.5,12.2,0.447,1.7,5.2,0.324,3.8,7.1,0.538,1.2,1.7,0.696,0.7,5.7,6.4,2.4,0.9,0.2,1.3,2.6,13.8,11.6,0.532,0.422,0.143,2.1,17.5,9.8,9.5,1.3,0.4,9,17.3,0.3,0.3,0.6,0.06,-1.4,-1.7,-3.1,-0.1,0.37,0.69,0.6,0.11,1.087,10.77272727,1.846153846
83,Daniel Hamilton,SG,22,OKC,6,28,0,6.4,14.1,0.455,2.6,6.4,0.4,3.9,7.7,0.5,0,0,NA,0,6.4,6.4,10.3,1.3,0,2.6,2.6,15.4,18.2,0.545,0.455,0,0,20.5,9.9,44.2,1.8,0,15.4,19.9,0.1,0,0.1,0.169,0.8,-2.4,-1.6,0,0.4,1.2,1,0,1.091,4.666666667,3.961538462
84,Daniel Theis,C,25,BOS,63,936,3,4.8,9,0.541,0.7,2.2,0.31,4.2,6.7,0.617,2.3,3.1,0.753,3.5,7.1,10.5,2.2,1.2,1.8,2.2,6,12.7,16.1,0.616,0.249,0.348,10.7,21.2,16,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,0.178,-0.8,3.4,2.6,1.1,0.16,2.86,0.48,1.16,1.421,14.85714286,1
85,Danilo Gallinari,SF,29,LAC,21,671,21,5.5,13.7,0.398,1.9,6,0.324,3.5,7.8,0.455,4.3,4.7,0.931,0.5,4.9,5.4,2.2,0.6,0.5,1.4,1.6,17.2,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0,-1.4,-1.4,0.1,1.42,4,2,1.37,1.257,31.95238095,1.571428571
86,Danny Green,SG,30,SAS,70,1791,60,4.4,11.3,0.387,2.3,6.4,0.363,2,4.8,0.419,1,1.3,0.769,0.8,4.2,5,2.2,1.3,1.6,1.5,2.5,12.1,11.4,0.509,0.57,0.116,2.5,13,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1.1,2.2,1.2,1.4,1.3,2.11,1.6,0.95,1.092,25.58571429,1.466666667
87,Dante Cunningham,SF,30,TOT,73,1562,25,3.8,8.4,0.451,1.3,3.9,0.345,2.4,4.5,0.541,0.7,1.2,0.596,1.8,5.1,6.9,1.1,0.9,0.7,0.8,2.6,9.6,10,0.539,0.462,0.143,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.074,-1.4,0.1,-1.4,0.2,0.64,2.46,0.93,0.9,1.181,21.39726027,1.375
88,Dante Exum,PG,22,UTA,14,235,0,6.4,13.3,0.483,0.8,2.8,0.278,5.7,10.6,0.536,3.8,4.7,0.806,0.6,3.4,4,6.6,1.2,0.5,3.1,3.1,17.5,16.7,0.566,0.207,0.356,2,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.5,-0.7,-1.2,0,0,6,0,0,1.429,16.78571429,2.129032258
89,Danuel House,SG,24,PHO,23,403,3,5,11.5,0.434,1.3,5.2,0.259,3.7,6.3,0.577,2.2,2.8,0.806,1.2,5.6,6.8,2.2,0.6,0.5,1,2.1,13.6,12.4,0.533,0.45,0.24,3.4,17,10.1,9.4,0.8,1.2,7.2,16.2,0.4,0.1,0.6,0.066,-1.2,-1.5,-2.7,-0.1,1.19,2,0.81,0.88,1.104,17.52173913,2.2
90,Dario Saric,PF,23,PHI,78,2310,73,6.3,13.9,0.453,2.4,6.2,0.393,3.8,7.7,0.501,2.8,3.2,0.86,2.4,5.7,8.1,3.1,0.8,0.3,2.3,2.5,17.8,15.8,0.582,0.448,0.233,7.5,16.4,12.1,13,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.137,1.6,-0.2,1.4,2,1.18,5.36,2.44,2.02,1.305,29.61538462,1.347826087
91,Darius Miller,SF,27,NOP,82,1944,3,4,9,0.444,2.7,6.6,0.411,1.3,2.4,0.535,1.1,1.2,0.866,0.3,2.7,3,2.1,0.5,0.3,1.1,3,11.8,9.3,0.617,0.735,0.138,1,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3,0.075,0.5,-1.6,-1,0.5,0.89,0.58,0.91,0.18,1.344,23.70731707,1.909090909
92,Darrell Arthur,PF,29,DEN,19,141,1,5.6,12,0.468,2,5.9,0.348,3.6,6.1,0.583,0.5,0.8,0.667,0.8,3.1,3.8,2.3,2,0.8,3.8,5.6,13.8,8.4,0.559,0.489,0.064,2.4,9.5,6,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0,-0.011,-3.5,-1,-4.5,-0.1,0,0.67,0.28,0.11,1.133,7.421052632,0.605263158
93,Darren Collison,PG,30,IND,69,2018,64,5.6,11.4,0.495,1.7,3.7,0.468,3.9,7.7,0.508,2.3,2.6,0.882,0.7,2.5,3.2,6.6,1.6,0.3,1.5,2.2,15.3,18.8,0.61,0.321,0.226,2.1,7.8,5,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,3.1,-1,2.2,2.1,2.66,3.57,2.82,0.95,1.359,29.24637681,4.4
94,Darrun Hilliard,SG,24,SAS,14,95,0,1.9,7.2,0.263,0,2.3,0,1.9,4.9,0.385,2.3,2.7,0.857,0,2.7,2.7,4.2,0.8,0,1.5,2.7,6.1,3.4,0.362,0.316,0.368,0,8.2,4.1,15.3,1.1,0,15.3,12.3,-0.1,0.1,0,-0.015,-6.2,-1.3,-7.5,-0.1,0.14,0.29,0,0,0.842,6.785714286,2.8
95,David Nwaba,SG,25,CHI,70,1646,21,4.4,9.3,0.478,0.4,1.1,0.346,4,8.1,0.496,2.9,4.4,0.655,1.9,5.2,7.1,2.3,1.3,0.6,1.7,3.5,12.1,12.2,0.542,0.123,0.48,5.6,16,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,0.071,-2.5,0.9,-1.6,0.1,1.79,4.89,1.54,1.32,1.476,23.51428571,1.352941176
96,David West,C,37,GSW,73,999,0,7.8,13.6,0.571,0.1,0.3,0.375,7.7,13.3,0.576,2.2,2.8,0.759,2.3,6.3,8.6,5,1.7,2.7,2.9,4.3,17.8,20.9,0.6,0.021,0.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,1.8,1.7,3.5,0.168,-0.2,3.2,3,1.3,0.67,4.25,0.68,1.04,1.37,13.68493151,1.724137931
97,Davis Bertans,PF,25,SAS,77,1086,10,5.3,12.1,0.44,3.1,8.4,0.373,2.2,3.8,0.588,1.3,1.6,0.816,0.6,4.5,5.1,2.5,0.9,0.9,1.2,3.1,15.1,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.2,-0.3,1,0.8,0.94,1.54,1.15,0.48,1.256,14.1038961,2.083333333
98,Davon Reed,SG,22,PHO,21,242,1,3.3,11.3,0.289,1.6,5.7,0.289,1.6,5.7,0.289,1.2,1.8,0.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,4.8,0.388,0.5,0.158,0.9,16.6,8.6,7.6,2,0.7,11,16,-0.5,0.2,-0.3,-0.059,-5.8,-1,-6.7,-0.3,0.25,0.67,0,0.33,0.892,11.52380952,1.266666667
99,De'Aaron Fox,PG,20,SAC,73,2026,60,5.8,14.2,0.412,0.8,2.7,0.307,5,11.4,0.436,2.5,3.5,0.723,0.6,3,3.6,5.7,1.2,0.4,3.1,2.9,15,11.2,0.478,0.192,0.245,1.8,10,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.8,-1.5,-4.4,-1.2,2.18,5.43,1.67,0.58,1.081,27.75342466,1.838709677
100,DeAndre' Bembry,SF,23,ATL,26,455,3,4.2,10.1,0.414,0.9,2.4,0.367,3.3,7.8,0.429,1.5,2.6,0.576,0.6,5.1,5.7,3.9,1.7,0.9,3.7,3,10.8,7.6,0.477,0.234,0.258,2,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3,1.05,2.95,1.19,0.62,1.02,17.5,1.054054054
101,DeAndre Jordan,C,29,LAC,77,2424,77,5.5,8.6,0.645,0,0,NA,5.5,8.6,0.645,2.7,4.6,0.58,4.9,12.5,17.4,1.7,0.6,1.1,2,3,13.8,20.2,0.648,0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.186,0.5,1.6,2.1,2.5,1.4,9.68,1.77,3.76,1.619,31.48051948,0.85
102,DeAndre Liggins,SG,29,TOT,58,724,4,2,5.3,0.377,0.9,2.6,0.358,1,2.6,0.396,0.1,0.2,0.4,0.3,3.4,3.7,2.4,1.8,0.7,1,4,5,6,0.467,0.5,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-3.4,1.2,-2.2,0,0.37,0.49,0.27,0.18,1.065,12.48275862,2.4
103,Dejounte Murray,PG,21,SAS,81,1743,48,5.6,12.6,0.443,0.2,0.7,0.265,5.4,11.9,0.454,2.2,3.1,0.709,2.3,7.2,9.5,4.8,2,0.6,2.8,3.1,13.5,15.1,0.485,0.056,0.243,7,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-2.2,3.4,1.2,1.4,1.43,5.09,1.51,1.07,1.07,21.51851852,1.714285714
104,Delon Wright,PG,25,TOR,69,1433,4,5,10.9,0.465,1.4,3.8,0.366,3.6,7,0.52,2.4,2.9,0.829,1.1,3.8,5,5,1.8,0.8,2,2,13.9,16.5,0.574,0.354,0.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,2.5,2.1,4.5,0.152,1.2,1.6,2.8,1.7,1.8,4.22,1.78,0.95,1.311,20.76811594,2.5
105,DeMar DeRozan,SG,28,TOR,80,2711,80,8.6,18.8,0.456,1.2,3.8,0.31,7.4,15,0.494,6.1,7.4,0.825,0.8,3.4,4.2,5.5,1.1,0.3,2.3,2,24.4,21,0.555,0.203,0.396,2.5,10.4,6.5,25,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,1.8,2.6,2.16,8.56,3.84,1.56,1.319,33.8875,2.391304348
106,DeMarcus Cousins,C,27,NOP,48,1737,48,8.4,17.9,0.47,2.2,6.1,0.354,6.3,11.8,0.53,6.1,8.2,0.746,2.2,10.6,12.8,5.3,1.6,1.6,5,3.8,25.1,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,1.9,3.6,5.5,3.3,1.89,11.43,3.39,3.26,1.398,36.1875,1.06
107,DeMarre Carroll,SF,31,BRK,73,2180,73,5.4,13,0.414,2.4,6.5,0.371,3,6.5,0.457,3.1,4.1,0.764,1.7,6.2,7.9,2.4,1,0.5,1.7,2.7,16.2,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1,10.3,19.8,2.3,1.8,4.1,0.091,0.4,-0.3,0.2,1.2,1.62,4.54,2.02,2,1.234,29.8630137,1.411764706
108,Demetrius Jackson,PG,23,TOT,15,80,0,3.2,8.1,0.389,0.5,3.2,0.143,2.7,5,0.545,0.5,0.9,0.5,2.3,3.2,5.4,4.1,2.3,0.5,4.5,3.2,7.2,5.4,0.424,0.389,0.111,7.1,9.8,8.4,15.9,3.1,1.1,34.6,15.8,-0.2,0.1,-0.1,-0.047,-6.4,1,-5.5,-0.1,0,0.67,0.33,0.17,0.571,5.333333333,0.911111111
109,Dennis Schroder,PG,24,ATL,67,2078,67,8.7,19.9,0.436,1.3,4.5,0.29,7.3,15.3,0.48,3.9,4.6,0.849,0.8,2.8,3.6,7.2,1.2,0.1,3.2,2.5,22.5,17.3,0.515,0.229,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1,2.6,0.059,1.5,-2.2,-0.7,0.7,1.53,7.94,3.56,0.88,1.128,31.01492537,2.25
110,Dennis Smith,PG,20,DAL,69,2049,69,7.1,18,0.395,1.9,6,0.313,5.2,12,0.435,2.4,3.4,0.694,0.9,3.7,4.6,6.3,1.2,0.3,3.4,2.7,18.4,12.8,0.473,0.331,0.188,2.6,11.8,7,29.5,1.7,0.8,15,28.9,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.3,-0.1,2.78,6.51,2.46,1.17,1.02,29.69565217,1.852941176
111,Denzel Valentine,SG,24,CHI,77,2095,37,5.2,12.4,0.417,2.5,6.4,0.386,2.7,6,0.45,0.7,0.9,0.745,0.8,5.9,6.8,4.2,1.1,0.2,1.7,3.2,13.5,12.1,0.527,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1,1.5,2.5,0.057,-0.4,-0.1,-0.5,0.8,2.01,2.65,1.62,0.46,1.076,27.20779221,2.470588235
112,Derrick Favors,C,26,UTA,77,2153,77,6.6,11.7,0.563,0.2,1.1,0.222,6.4,10.7,0.596,2.3,3.6,0.651,3.3,5.9,9.2,1.7,0.9,1.4,1.5,2.7,15.8,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.5,2.2,2.7,2.5,0.6,8.4,1.75,2.48,1.337,27.96103896,1.133333333
113,Derrick Jones,SF,20,TOT,20,245,8,3.1,7.8,0.396,0.4,2.6,0.167,2.6,5.1,0.514,2.4,3.5,0.667,3.1,2.5,5.6,1.3,0.6,1.9,1,3.5,9,10.1,0.48,0.34,0.453,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.7,0.7,-2,0,0.59,1.88,0.47,1.06,1.085,12.25,1.3
114,Derrick Rose,PG,29,TOT,25,420,7,6.9,15.9,0.435,0.6,2.6,0.233,6.3,13.4,0.474,3.4,3.9,0.87,1.1,1.9,3,3.2,0.6,0.3,3,1.4,17.9,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018,-3.8,-3.9,-7.8,-0.6,1.17,4.78,1.11,0.56,1.144,16.8,1.066666667
115,Derrick Walton,PG,22,MIA,16,147,0,2,6.1,0.32,1.7,4.2,0.412,0.2,2,0.125,1.5,1.5,1,0.5,3.4,3.9,3.9,1.7,0.7,0.5,1.7,7.1,11.2,0.525,0.68,0.24,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.5,1,-0.5,0.1,0,0,0,0.43,1.125,9.1875,7.8
116,Derrick White,PG,23,SAS,17,139,0,4.1,8.5,0.485,2.1,3.4,0.615,2.1,5.2,0.4,3.6,5.2,0.7,1.3,5.4,6.7,2.3,1,0.8,1.6,2.1,14,15.9,0.646,0.394,0.606,4,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0,0.5,0.5,0.1,0.24,0.71,0.47,0.29,1.636,8.176470588,1.4375
117,Derrick Williams,PF,26,LAL,2,9,0,4,16,0.25,0,8,0,4,8,0.5,0,0,NA,0,4,4,0,0,0,0,0,8,-3.2,0.25,0.5,0,0,11.7,5.9,0,0,0,0,18.9,0,0,0,-0.191,-11.5,-6.6,-18.1,0,0,1,1,0,0.5,4.5,NA
118,Devin Booker,SG,21,PHO,54,1865,54,8.8,20.3,0.432,2.8,7.4,0.383,5.9,12.9,0.46,5.6,6.4,0.878,0.5,4.2,4.7,4.9,0.9,0.3,3.7,3.2,26,18.1,0.561,0.364,0.312,1.5,12.7,7,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.4,0.4,1.2,3.43,6.7,2.57,1.8,1.276,34.53703704,1.324324324
119,Devin Harris,PG,34,TOT,71,1340,1,5,12.2,0.412,2.1,6.1,0.348,2.9,6.1,0.476,3.8,4.6,0.835,0.3,3.1,3.4,4.1,1.3,0.3,2,4.2,16,13,0.563,0.5,0.374,1,9.8,5.3,16.9,1.8,0.8,12.6,20.2,1.6,0.9,2.5,0.09,-0.1,-1.9,-2,0,1.31,3,1.31,0.29,1.305,18.87323944,2.05
120,Dewayne Dedmon,C,28,ATL,62,1542,46,5.8,11.1,0.524,1.2,3.3,0.355,4.7,7.8,0.595,1.6,2,0.779,2.3,9.1,11.4,2.1,0.9,1.2,2,3.8,14.4,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17,1.8,1.9,3.7,0.114,-1,1.6,0.5,1,0.7,4.8,1.36,1.58,1.336,24.87096774,1.05
121,Deyonta Davis,C,21,MEM,62,943,6,6.1,10.1,0.608,0,0,NA,6.1,10.1,0.608,1.5,2.2,0.667,2.9,6.7,9.5,1.5,0.6,1.5,1.2,4.8,13.7,16.6,0.621,0,0.215,9,22,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3,0.81,4.13,0.92,1.31,1.403,15.20967742,1.25
122,Dillon Brooks,SF,22,MEM,82,2350,74,5.2,11.8,0.44,1.4,4,0.356,3.8,7.8,0.484,1.9,2.5,0.747,0.8,3.2,3.9,2.1,1.1,0.3,1.9,3.6,13.8,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-1.8,-1.3,-3.1,-0.7,1.79,4.32,1.74,0.78,1.146,28.65853659,1.105263158
123,Dion Waiters,SG,26,MIA,30,918,30,6.4,16.1,0.398,2,6.7,0.306,4.4,9.4,0.463,2,2.7,0.739,0.3,2.7,3,4.4,0.9,0.4,2.7,2.4,16.8,10.5,0.487,0.415,0.168,1,8.5,4.7,19.8,1.3,0.8,13.7,25,-0.7,0.8,0.1,0.004,-2,-2,-4,-0.5,0.97,5.53,2.1,1.1,1.046,30.6,1.62962963
124,Dirk Nowitzki,C,39,DAL,77,1900,77,6.6,14.4,0.456,2.6,6.4,0.409,3.9,8,0.494,1.8,2,0.898,0.4,7.9,8.3,2.3,0.8,0.9,1,2.8,17.6,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6,20.5,2.6,2.2,4.8,0.121,0.1,0.3,0.3,1.1,0.72,1.55,1.3,1.36,1.241,24.67532468,2.3
125,DJ Augustin,PG,30,ORL,75,1760,36,5,11,0.452,2.3,5.6,0.419,2.7,5.5,0.485,3.4,3.9,0.868,0.6,2.7,3.3,5.9,1.1,0,2.5,1.9,15.7,15.4,0.615,0.504,0.35,1.9,8.2,5,24.4,1.5,0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,-0.9,0.5,0.95,2.58,1.44,0.65,1.461,23.46666667,2.36
126,DJ Wilson,PF,21,MIL,22,71,0,4.6,8.1,0.563,1,2.5,0.4,3.5,5.6,0.636,0.5,1,0.5,1,4.1,5.1,1.5,1.5,0.5,2,3.5,10.6,10.3,0.622,0.313,0.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,0,0.1,0.1,0.054,-2.9,-1.2,-4.1,0,0.19,0.57,0.24,0.19,1.357,3.227272727,0.75
127,Domantas Sabonis,C,21,IND,74,1810,19,6.8,13.1,0.514,0.3,0.7,0.351,6.5,12.4,0.524,3.3,4.5,0.75,3.3,8.1,11.4,3,0.8,0.6,2.7,4.4,17.1,17.5,0.567,0.056,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.2,0.8,0.77,7.58,1.74,1.71,1.315,24.45945946,1.111111111
128,Donovan Mitchell,SG,21,UTA,79,2638,71,8.1,18.6,0.437,2.6,7.5,0.34,5.6,11.1,0.502,3.3,4.1,0.805,0.7,3.3,4,4,1.6,0.4,2.9,2.9,22.1,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,2.1,2.21,7.94,2.88,1.67,1.19,33.39240506,1.379310345
